date,value
2018-01-31,28.51
2018-02-01,28.50
2018-02-02,28.69
2018-02-03,28.82
2018-02-04,28.83
2018-02-05,28.90
2018-02-06,28.97
2018-02-07,29.13
2018-02-08,29.21
2018-02-09,29.29
2018-02-10,29.26
2018-02-11,29.13
2018-02-12,29.16
2018-02-13,29.18
2018-02-14,29.09
2018-02-15,29.10
2018-02-16,29.10
2018-02-17,29.12
2018-02-18,29.23
2018-02-19,29.17
2018-02-20,29.22
2018-02-21,29.34
2018-02-22,29.36
2018-02-23,29.37
2018-02-24,29.38
2018-02-25,29.26
2018-02-26,29.32
2018-02-27,29.29
2018-02-28,29.21
2018-03-01,29.07
2018-03-02,28.85
2018-03-03,28.80
2018-03-04,28.98
2018-03-05,29.01
2018-03-06,29.01
2018-03-07,29.01
2018-03-08,29.07
2018-03-09,29.21
2018-03-10,29.27
2018-03-11,29.08
2018-03-12,29.02
2018-03-13,29.01
2018-03-14,29.00
2018-03-15,29.00
2018-03-16,29.00
2018-03-17,29.00
2018-03-18,29.00
2018-03-19,29.06
2018-03-20,28.98
2018-03-21,29.00
2018-03-22,29.00
2018-03-23,29.02
2018-03-24,28.93
2018-03-25,28.96
2018-03-26,28.91
2018-03-27,28.93
2018-03-28,28.99
2018-03-29,28.84
2018-03-30,28.68
2018-03-31,28.78
2018-04-01,28.79
2018-04-02,28.81
2018-04-03,28.76
2018-04-04,28.65
2018-04-05,28.77
2018-04-06,28.94
2018-04-07,28.92
2018-04-08,28.89
2018-04-09,28.85
2018-04-10,28.99
2018-04-11,29.06
2018-04-12,29.17
2018-04-13,29.22
2018-04-14,29.04
2018-04-15,29.12
2018-04-16,29.09
2018-04-17,29.08
2018-04-18,29.12
2018-04-19,29.12
2018-04-20,29.07
2018-04-21,29.24
2018-04-22,29.19
2018-04-23,29.15
2018-04-24,29.02
2018-04-25,29.02
2018-04-26,29.01
2018-04-27,29.03
2018-04-28,29.02
2018-04-29,29.13
2018-04-30,29.11
2018-05-01,28.97
2018-05-02,28.88
2018-05-03,28.84
2018-05-04,28.81
2018-05-05,28.80
2018-05-06,28.66
2018-05-07,28.70
2018-05-08,28.88
2018-05-09,28.91
2018-05-10,28.88
2018-05-11,28.86
2018-05-12,28.89
2018-05-13,28.87
2018-05-14,28.92
2018-05-15,29.03
2018-05-16,29.10
2018-05-17,29.18
2018-05-18,29.18
2018-05-19,29.15
2018-05-20,29.17
2018-05-21,29.10
2018-05-22,28.97
2018-05-23,28.89
2018-05-24,28.81
2018-05-25,28.87
2018-05-26,28.85
2018-05-27,28.80
2018-05-28,28.79
2018-05-29,28.92
2018-05-30,28.94
2018-05-31,28.98
2018-06-01,28.93
2018-06-02,28.95
2018-06-03,29.00
2018-06-04,29.02
2018-06-05,28.91
2018-06-06,28.92
2018-06-07,28.89
2018-06-08,28.97
2018-06-09,28.98
2018-06-10,28.98
2018-06-11,29.11
2018-06-12,29.20
2018-06-13,29.29
2018-06-14,29.40
2018-06-15,29.49
2018-06-16,29.27
2018-06-17,29.30
2018-06-18,29.28
2018-06-19,29.30
2018-06-20,29.31
2018-06-21,29.31
2018-06-22,29.26
2018-06-23,29.46
2018-06-24,29.43
2018-06-25,29.43
2018-06-26,29.43
2018-06-27,29.43
2018-06-28,29.43
2018-06-29,29.43
2018-06-30,29.31
2018-07-01,29.31
2018-07-02,29.31
2018-07-03,29.31
2018-07-04,29.34
2018-07-05,29.39
2018-07-06,29.40
2018-07-07,29.53
2018-07-08,29.60
2018-07-09,29.62
2018-07-10,29.63
2018-07-11,29.61
2018-07-12,29.59
2018-07-13,29.59
2018-07-14,29.44
2018-07-15,29.44
2018-07-16,29.37
2018-07-17,29.30
2018-07-18,29.28
2018-07-19,29.37
2018-07-20,29.36
2018-07-21,29.61
2018-07-22,29.66
2018-07-23,29.78
2018-07-24,29.95
2018-07-25,30.07
2018-07-26,30.13
2018-07-27,30.20
2018-07-28,30.23
2018-07-29,30.44
2018-07-30,30.61
2018-07-31,30.75
2018-08-01,30.85
2018-08-02,30.96
2018-08-03,31.14
2018-08-04,31.15
2018-08-05,30.99
2018-08-06,30.99
2018-08-07,30.87
2018-08-08,30.74
2018-08-09,30.59
2018-08-10,30.48
2018-08-11,30.38
2018-08-12,30.29
2018-08-13,30.21
2018-08-14,30.16
2018-08-15,29.88
2018-08-16,29.86
2018-08-17,29.66
2018-08-18,29.65
2018-08-19,29.66
2018-08-20,29.64
2018-08-21,29.64
2018-08-22,29.64
2018-08-23,29.83
2018-08-24,30.17
2018-08-25,30.20
2018-08-26,30.20
2018-08-27,30.02
2018-08-28,30.00
2018-08-29,30.37
2018-08-30,30.26
2018-08-31,30.08
2018-09-01,30.14
2018-09-02,30.12
2018-09-03,30.00
2018-09-04,30.13
2018-09-05,30.16
2018-09-06,30.15
2018-09-07,30.21
2018-09-08,30.21
2018-09-09,30.23
2018-09-10,30.47
2018-09-11,30.33
2018-09-12,30.13
2018-09-13,30.01
2018-09-14,29.97
2018-09-15,30.01
2018-09-16,30.09
2018-09-17,29.97
2018-09-18,29.99
2018-09-19,30.06
2018-09-20,30.02
2018-09-21,29.70
2018-09-22,29.65
2018-09-23,29.55
2018-09-24,29.69
2018-09-25,29.66
2018-09-26,29.64
2018-09-27,29.67
2018-09-28,29.92
2018-09-29,29.93
2018-09-30,30.01
2018-10-01,30.00
2018-10-02,29.72
2018-10-03,29.67
2018-10-04,29.70
2018-10-05,29.72
2018-10-06,29.73
2018-10-07,29.74
2018-10-08,29.82
2018-10-09,30.14
2018-10-10,30.19
2018-10-11,30.24
2018-10-12,30.29
2018-10-13,30.39
2018-10-14,30.41
2018-10-15,30.40
2018-10-16,30.09
2018-10-17,29.86
2018-10-18,29.52
2018-10-19,29.27
2018-10-20,29.21
2018-10-21,29.17
2018-10-22,29.20
2018-10-23,29.54
2018-10-24,29.89
2018-10-25,30.26
2018-10-26,30.48
2018-10-27,30.43
2018-10-28,30.43
2018-10-29,30.40
2018-10-30,30.17
2018-10-31,30.13
2018-11-01,30.10
2018-11-02,30.09
2018-11-03,30.25
2018-11-04,30.29
2018-11-05,30.18
2018-11-06,30.29
2018-11-07,30.03
2018-11-08,29.97
2018-11-09,29.78
2018-11-10,29.74
2018-11-11,29.75
2018-11-12,29.75
2018-11-13,29.56
2018-11-14,29.50
2018-11-15,29.35
2018-11-16,29.42
2018-11-17,29.39
2018-11-18,29.33
2018-11-19,29.32
2018-11-20,29.48
2018-11-21,29.49
2018-11-22,29.60
2018-11-23,29.69
2018-11-24,29.64
2018-11-25,29.62
2018-11-26,29.62
2018-11-27,29.63
2018-11-28,29.83
2018-11-29,29.85
2018-11-30,29.76
2018-12-01,29.76
2018-12-02,29.77
2018-12-03,29.74
2018-12-04,29.70
2018-12-05,29.66
2018-12-06,29.56
2018-12-07,29.60
2018-12-08,29.64
2018-12-09,29.76
2018-12-10,29.72
2018-12-11,29.76
2018-12-12,29.81
2018-12-13,29.89
2018-12-14,29.89
2018-12-15,29.89
2018-12-16,29.86
2018-12-17,29.92
2018-12-18,29.92
2018-12-19,29.92
2018-12-20,29.87
2018-12-21,29.83
2018-12-22,29.73
2018-12-23,29.64
2018-12-24,29.59
2018-12-25,29.48
2018-12-26,29.45
2018-12-27,29.44
2018-12-28,29.42
2018-12-29,29.47
2018-12-30,29.56
2018-12-31,29.60
2019-01-01,29.64
2019-01-02,29.64
2019-01-03,29.63
2019-01-04,29.67
2019-01-05,29.57
2019-01-06,29.40
2019-01-07,29.40
2019-01-08,29.46
2019-01-09,29.49
2019-01-10,29.59
2019-01-11,29.58
2019-01-12,29.48
2019-01-13,29.55
2019-01-14,29.47
2019-01-15,29.46
2019-01-16,29.46
2019-01-17,29.43
2019-01-18,29.50
2019-01-19,29.62
2019-01-20,29.63
2019-01-21,29.78
2019-01-22,29.83
2019-01-23,29.87
2019-01-24,29.90
2019-01-25,29.92
2019-01-26,29.68
2019-01-27,29.62
2019-01-28,29.47
2019-01-29,29.49
2019-01-30,29.47
2019-01-31,29.46
2019-02-01,29.42
2019-02-02,29.66
2019-02-03,29.70
2019-02-04,29.82
2019-02-05,29.76
2019-02-06,29.75
2019-02-07,29.73
2019-02-08,29.71
2019-02-09,29.73
2019-02-10,29.77
2019-02-11,29.79
2019-02-12,29.78
2019-02-13,29.78
2019-02-14,29.77
2019-02-15,29.77
2019-02-16,29.81
2019-02-17,29.78
2019-02-18,29.73
2019-02-19,29.53
2019-02-20,29.51
2019-02-21,29.49
2019-02-22,29.47
2019-02-23,29.47
2019-02-24,29.52
2019-02-25,29.52
2019-02-26,29.73
2019-02-27,29.75
2019-02-28,29.76
2019-03-01,29.80
2019-03-02,29.79
2019-03-03,29.69
2019-03-04,29.51
2019-03-05,29.55
2019-03-06,29.54
2019-03-07,29.55
2019-03-08,29.52
2019-03-09,29.40
2019-03-10,29.42
2019-03-11,29.58
2019-03-12,29.52
2019-03-13,29.51
2019-03-14,29.48
2019-03-15,29.48
2019-03-16,29.59
2019-03-17,29.65
2019-03-18,29.65
2019-03-19,29.66
2019-03-20,29.60
2019-03-21,29.36
2019-03-22,29.27
2019-03-23,29.30
2019-03-24,29.24
2019-03-25,29.23
2019-03-26,29.22
2019-03-27,29.28
2019-03-28,29.52
2019-03-29,29.60
2019-03-30,29.56
2019-03-31,29.63
2019-04-01,29.64
2019-04-02,29.64
2019-04-03,29.65
2019-04-04,29.64
2019-04-05,29.63
2019-04-06,29.60
2019-04-07,29.53
2019-04-08,29.47
2019-04-09,29.48
2019-04-10,29.48
2019-04-11,29.49
2019-04-12,29.49
2019-04-13,29.32
2019-04-14,29.32
2019-04-15,29.38
2019-04-16,29.35
2019-04-17,29.19
2019-04-18,29.17
2019-04-19,29.05
2019-04-20,29.18
2019-04-21,29.20
2019-04-22,29.17
2019-04-23,29.13
2019-04-24,29.25
2019-04-25,29.25
2019-04-26,29.35
2019-04-27,29.36
2019-04-28,29.36
2019-04-29,29.40
2019-04-30,29.49
2019-05-01,29.36
2019-05-02,29.40
2019-05-03,29.44
2019-05-04,29.48
2019-05-05,29.52
2019-05-06,29.42
2019-05-07,29.42
2019-05-08,29.56
2019-05-09,29.51
2019-05-10,29.47
2019-05-11,29.50
2019-05-12,29.45
2019-05-13,29.47
2019-05-14,29.44
2019-05-15,29.44
2019-05-16,29.48
2019-05-17,29.55
2019-05-18,29.41
2019-05-19,29.47
2019-05-20,29.57
2019-05-21,29.60
2019-05-22,29.63
2019-05-23,29.63
2019-05-24,29.62
2019-05-25,29.77
2019-05-26,29.81
2019-05-27,29.81
2019-05-28,29.79
2019-05-29,29.78
2019-05-30,29.77
2019-05-31,29.73
2019-06-01,29.75
2019-06-02,29.70
2019-06-03,29.67
2019-06-04,29.68
2019-06-05,29.57
2019-06-06,29.53
2019-06-07,29.49
2019-06-08,29.41
2019-06-09,29.40
2019-06-10,29.35
2019-06-11,29.36
2019-06-12,29.43
2019-06-13,29.48
2019-06-14,29.55
2019-06-15,29.61
2019-06-16,29.64
2019-06-17,29.67
2019-06-18,29.68
2019-06-19,29.76
2019-06-20,29.70
2019-06-21,29.72
2019-06-22,29.78
2019-06-23,29.77
2019-06-24,29.85
2019-06-25,29.85
2019-06-26,29.86
2019-06-27,29.97
2019-06-28,29.96
2019-06-29,29.96
2019-06-30,30.03
2019-07-01,30.05
2019-07-02,30.06
2019-07-03,30.06
2019-07-04,30.06
2019-07-05,30.08
2019-07-06,30.11
2019-07-07,30.09
2019-07-08,30.08
2019-07-09,30.07
2019-07-10,30.04
2019-07-11,30.02
2019-07-12,29.97
2019-07-13,29.99
2019-07-14,30.04
2019-07-15,30.03
2019-07-16,30.02
2019-07-17,30.05
2019-07-18,30.10
2019-07-19,30.20
2019-07-20,30.18
2019-07-21,30.10
2019-07-22,30.13
2019-07-23,30.20
2019-07-24,30.22
2019-07-25,30.21
2019-07-26,30.15
2019-07-27,30.08
2019-07-28,30.08
2019-07-29,30.06
2019-07-30,30.04
2019-07-31,30.04
2019-08-01,30.00
2019-08-02,30.00
2019-08-03,30.02
2019-08-04,30.00
2019-08-05,29.97
2019-08-06,29.96
2019-08-07,29.96
2019-08-08,29.97
2019-08-09,29.98
2019-08-10,29.98
2019-08-11,30.05
2019-08-12,29.91
2019-08-13,29.93
2019-08-14,29.91
2019-08-15,29.87
2019-08-16,29.87
2019-08-17,29.89
2019-08-18,29.84
2019-08-19,30.02
2019-08-20,30.00
2019-08-21,30.00
2019-08-22,30.05
2019-08-23,29.89
2019-08-24,29.89
2019-08-25,29.93
2019-08-26,29.90
2019-08-27,29.92
2019-08-28,29.94
2019-08-29,29.95
2019-08-30,30.08
2019-08-31,30.05
2019-09-01,30.02
2019-09-02,30.00
2019-09-03,30.04
2019-09-04,30.02
2019-09-05,29.99
2019-09-06,30.02
2019-09-07,30.01
2019-09-08,30.11
2019-09-09,30.10
2019-09-10,29.98
2019-09-11,30.04
2019-09-12,30.08
2019-09-13,30.09
2019-09-14,30.17
2019-09-15,30.15
2019-09-16,30.19
2019-09-17,30.23
2019-09-18,30.18
2019-09-19,30.13
2019-09-20,30.13
2019-09-21,30.16
2019-09-22,30.17
2019-09-23,30.17
2019-09-24,30.26
2019-09-25,30.26
2019-09-26,30.31
2019-09-27,30.31
2019-09-28,30.30
2019-09-29,30.27
2019-09-30,30.23
2019-10-01,30.19
2019-10-02,29.98
2019-10-03,29.92
2019-10-04,29.90
2019-10-05,29.71
2019-10-06,29.79
2019-10-07,29.77
2019-10-08,29.62
2019-10-09,29.86
2019-10-10,29.91
2019-10-11,29.96
2019-10-12,30.28
2019-10-13,30.23
2019-10-14,30.33
2019-10-15,30.60
2019-10-16,30.56
2019-10-17,30.59
2019-10-18,30.58
2019-10-19,30.43
2019-10-20,30.43
2019-10-21,30.43
2019-10-22,30.34
2019-10-23,30.32
2019-10-24,30.33
2019-10-25,30.30
2019-10-26,30.26
2019-10-27,30.17
2019-10-28,30.01
2019-10-29,29.79
2019-10-30,29.65
2019-10-31,29.68
2019-11-01,29.73
2019-11-02,29.55
2019-11-03,29.54
2019-11-04,29.60
2019-11-05,29.86
2019-11-06,30.04
2019-11-07,30.03
2019-11-08,30.03
2019-11-09,30.20
2019-11-10,30.34
2019-11-11,30.48
2019-11-12,30.40
2019-11-13,30.40
2019-11-14,30.37
2019-11-15,30.25
2019-11-16,30.20
2019-11-17,30.05
2019-11-18,30.01
2019-11-19,30.10
2019-11-20,30.14
2019-11-21,30.13
2019-11-22,30.21
2019-11-23,30.37
2019-11-24,30.52
2019-11-25,30.48
2019-11-26,30.41
2019-11-27,30.35
2019-11-28,30.43
2019-11-29,30.40
2019-11-30,30.21
2019-12-01,30.04
2019-12-02,29.98
2019-12-03,29.97
2019-12-04,29.93
2019-12-05,29.83
2019-12-06,29.83
2019-12-07,29.97
2019-12-08,30.14
2019-12-09,30.19
2019-12-10,30.22
2019-12-11,30.21
2019-12-12,30.13
2019-12-13,30.07
2019-12-14,30.14
2019-12-15,29.99
2019-12-16,29.99
2019-12-17,29.96
2019-12-18,29.98
2019-12-19,30.10
2019-12-20,30.19
2019-12-21,30.17
2019-12-22,30.29
2019-12-23,30.27
2019-12-24,30.21
2019-12-25,30.01
2019-12-26,29.97
2019-12-27,29.94
2019-12-28,29.88
2019-12-29,29.76
2019-12-30,29.72
2019-12-31,29.74
2020-01-01,30.07
2020-01-02,30.04
2020-01-03,30.07
2020-01-04,30.16
2020-01-05,30.19
2020-01-06,30.29
2020-01-07,30.33
2020-01-08,30.31
2020-01-09,30.36
2020-01-10,30.36
2020-01-11,30.22
2020-01-12,30.36
2020-01-13,30.27
2020-01-14,30.21
2020-01-15,30.09
2020-01-16,30.10
2020-01-17,30.08
2020-01-18,30.11
2020-01-19,29.89
2020-01-20,29.95
2020-01-21,30.01
2020-01-22,30.09
2020-01-23,30.00
2020-01-24,30.03
2020-01-25,30.08
2020-01-26,30.23
2020-01-27,30.24
2020-01-28,30.21
2020-01-29,30.10
2020-01-30,30.05
2020-01-31,30.02
2020-02-01,29.92
2020-02-02,29.90
2020-02-03,29.84
2020-02-04,29.84
2020-02-05,29.92
2020-02-06,30.00
2020-02-07,29.94
2020-02-08,29.87
2020-02-09,29.87
2020-02-10,29.80
2020-02-11,29.76
2020-02-12,29.69
2020-02-13,29.69
2020-02-14,29.71
2020-02-15,29.77
2020-02-16,29.83
2020-02-17,29.89
2020-02-18,29.83
2020-02-19,29.84
2020-02-20,29.85
2020-02-21,29.73
2020-02-22,29.77
2020-02-23,29.75
2020-02-24,29.67
2020-02-25,29.71
2020-02-26,29.70
2020-02-27,29.69
2020-02-28,29.74
2020-02-29,29.64
2020-03-01,29.71
2020-03-02,29.75
2020-03-03,29.73
2020-03-04,29.72
2020-03-05,29.71
2020-03-06,29.76
2020-03-07,29.82
2020-03-08,29.77
2020-03-09,29.73
2020-03-10,29.75
2020-03-11,29.85
2020-03-12,29.89
2020-03-13,29.86
2020-03-14,29.86
2020-03-15,29.85
2020-03-16,29.91
2020-03-17,29.93
2020-03-18,29.85
2020-03-19,29.81
2020-03-20,29.81
2020-03-21,29.76
2020-03-22,29.79
2020-03-23,29.80
2020-03-24,29.80
2020-03-25,29.94
2020-03-26,30.01
2020-03-27,30.07
2020-03-28,30.11
2020-03-29,30.18
2020-03-30,30.19
2020-03-31,30.19
2020-04-01,30.09
2020-04-02,30.06
2020-04-03,30.11
2020-04-04,30.10
2020-04-05,29.95
2020-04-06,29.98
2020-04-07,29.99
2020-04-08,30.04
2020-04-09,30.12
2020-04-10,30.01
2020-04-11,30.06
2020-04-12,30.19
2020-04-13,30.17
2020-04-14,30.23
2020-04-15,30.26
2020-04-16,30.23
2020-04-17,30.35
2020-04-18,30.33
2020-04-19,30.34
2020-04-20,30.32
2020-04-21,30.31
2020-04-22,30.30
2020-04-23,30.31
2020-04-24,30.32
2020-04-25,30.33
2020-04-26,30.28
2020-04-27,30.35
2020-04-28,30.34
2020-04-29,30.25
2020-04-30,30.26
2020-05-01,30.16
2020-05-02,30.08
2020-05-03,30.10
2020-05-04,30.09
2020-05-05,30.00
2020-05-06,30.05
2020-05-07,29.96
2020-05-08,30.02
2020-05-09,30.08
2020-05-10,30.04
2020-05-11,30.04
2020-05-12,30.11
2020-05-13,30.05
2020-05-14,30.13
2020-05-15,30.12
2020-05-16,30.14
2020-05-17,30.16
2020-05-18,30.15
2020-05-19,30.14
2020-05-20,30.21
2020-05-21,30.20
2020-05-22,30.20
2020-05-23,30.20
2020-05-24,30.23
2020-05-25,30.17
2020-05-26,30.18
2020-05-27,30.18
2020-05-28,30.17
2020-05-29,29.99
2020-05-30,29.91
2020-05-31,29.83
2020-06-01,29.90
2020-06-02,29.89
2020-06-03,29.89
2020-06-04,29.91
2020-06-05,30.08
2020-06-06,30.17
2020-06-07,30.30
2020-06-08,30.36
2020-06-09,30.40
2020-06-10,30.43
2020-06-11,30.43
2020-06-12,30.53
2020-06-13,30.59
2020-06-14,30.65
2020-06-15,30.66
2020-06-16,30.64
2020-06-17,30.59
2020-06-18,30.65
2020-06-19,30.58
2020-06-20,30.56
2020-06-21,30.50
2020-06-22,30.46
2020-06-23,30.47
2020-06-24,30.49
2020-06-25,30.45
2020-06-26,30.42
2020-06-27,30.36
2020-06-28,30.32
2020-06-29,30.28
2020-06-30,30.27
2020-07-01,30.25
2020-07-02,30.23
2020-07-03,30.21
2020-07-04,30.23
2020-07-05,30.16
2020-07-06,30.18
2020-07-07,30.18
2020-07-08,30.16
2020-07-09,30.12
2020-07-10,30.08
2020-07-11,30.00
2020-07-12,29.95
2020-07-13,29.93
2020-07-14,29.90
2020-07-15,29.87
2020-07-16,29.85
2020-07-17,29.83
2020-07-18,29.84
2020-07-19,29.92
2020-07-20,29.87
2020-07-21,29.85
2020-07-22,29.83
2020-07-23,29.83
2020-07-24,29.82
2020-07-25,29.86
2020-07-26,29.80
2020-07-27,29.80
2020-07-28,29.86
2020-07-29,29.92
2020-07-30,29.99
2020-07-31,30.07
2020-08-01,30.06
2020-08-02,30.14
2020-08-03,30.19
2020-08-04,30.21
2020-08-05,30.23
2020-08-06,30.26
2020-08-07,30.28
2020-08-08,30.35
2020-08-09,30.40
2020-08-10,30.44
2020-08-11,30.49
2020-08-12,30.46
2020-08-13,30.46
2020-08-14,30.46
2020-08-15,30.43
2020-08-16,30.41
2020-08-17,30.40
2020-08-18,30.35
2020-08-19,30.37
2020-08-20,30.35
2020-08-21,30.33
2020-08-22,30.31
2020-08-23,30.39
2020-08-24,30.37
2020-08-25,30.27
2020-08-26,30.23
2020-08-27,30.18
2020-08-28,30.13
2020-08-29,30.05
2020-08-30,30.00
2020-08-31,30.04
2020-09-01,30.17
2020-09-02,30.25
2020-09-03,30.34
2020-09-04,30.43
2020-09-05,30.62
2020-09-06,30.59
2020-09-07,30.59
2020-09-08,30.55
2020-09-09,30.55
2020-09-10,30.55
2020-09-11,30.55
2020-09-12,30.45
2020-09-13,30.46
2020-09-14,30.46
2020-09-15,30.49
2020-09-16,30.48
2020-09-17,30.47
2020-09-18,30.47
2020-09-19,30.56
2020-09-20,30.49
2020-09-21,30.49
2020-09-22,30.51
2020-09-23,30.52
2020-09-24,30.53
2020-09-25,30.54
2020-09-26,30.60
2020-09-27,30.63
2020-09-28,30.64
2020-09-29,30.64
2020-09-30,30.64
2020-10-01,30.64
2020-10-02,30.75
2020-10-03,30.70
2020-10-04,30.73
2020-10-05,30.67
2020-10-06,30.67
2020-10-07,30.67
2020-10-08,30.67
2020-10-09,30.56
2020-10-10,30.46
2020-10-11,30.34
2020-10-12,30.30
2020-10-13,30.22
2020-10-14,30.21
2020-10-15,30.24
2020-10-16,30.26
2020-10-17,30.26
2020-10-18,30.42
2020-10-19,30.49
2020-10-20,30.49
2020-10-21,30.44
2020-10-22,30.42
2020-10-23,30.39
2020-10-24,30.40
2020-10-25,30.40
2020-10-26,30.35
2020-10-27,30.38
2020-10-28,30.46
2020-10-29,30.41
2020-10-30,30.36
2020-10-31,30.39
2020-11-01,30.38
2020-11-02,30.48
2020-11-03,30.55
2020-11-04,30.56
2020-11-05,30.65
2020-11-06,30.72
2020-11-07,30.79
2020-11-08,30.76
2020-11-09,30.76
2020-11-10,30.75
2020-11-11,30.75
2020-11-12,30.74
2020-11-13,30.70
2020-11-14,30.46
2020-11-15,30.40
2020-11-16,30.15
2020-11-17,30.15
2020-11-18,30.07
2020-11-19,30.08
2020-11-20,29.88
2020-11-21,29.93
2020-11-22,29.97
2020-11-23,30.20
2020-11-24,30.22
2020-11-25,30.28
2020-11-26,30.24
2020-11-27,30.47
2020-11-28,30.69
2020-11-29,30.62
2020-11-30,30.43
2020-12-01,30.33
2020-12-02,30.22
2020-12-03,30.12
2020-12-04,30.00
2020-12-05,29.72
2020-12-06,29.68
2020-12-07,29.82
2020-12-08,29.84
2020-12-09,29.85
2020-12-10,29.92
2020-12-11,29.99
2020-12-12,30.18
2020-12-13,30.07
2020-12-14,30.11
2020-12-15,30.15
2020-12-16,30.20
2020-12-17,30.19
2020-12-18,30.17
2020-12-19,30.10
2020-12-20,30.19
2020-12-21,30.14
2020-12-22,30.10
2020-12-23,30.11
2020-12-24,30.13
2020-12-25,30.08
2020-12-26,30.05
2020-12-27,30.07
2020-12-28,29.98
2020-12-29,29.93
2020-12-30,29.84
2020-12-31,29.83
2021-01-01,29.91
2021-01-02,30.07
2021-01-03,30.01
2021-01-04,30.20
2021-01-05,30.33
2021-01-06,30.31
2021-01-07,30.26
2021-01-08,30.24
2021-01-09,30.23
2021-01-10,30.51
2021-01-11,30.63
2021-01-12,30.75
2021-01-13,31.03
2021-01-14,31.30
2021-01-15,31.55
2021-01-16,31.78
2021-01-17,32.13
2021-01-18,32.18
2021-01-19,32.24
2021-01-20,32.26
2021-01-21,32.31
2021-01-22,32.41
2021-01-23,32.29
2021-01-24,32.20
2021-01-25,32.23
2021-01-26,32.38
2021-01-27,32.57
2021-01-28,32.73
2021-01-29,32.78
2021-01-30,33.03
2021-01-31,33.17
2021-02-01,33.32
2021-02-02,33.32
2021-02-03,33.43
2021-02-04,33.32
2021-02-05,33.12
2021-02-06,33.02
2021-02-07,32.90
2021-02-08,32.70
2021-02-09,32.57
2021-02-10,32.39
2021-02-11,32.35
2021-02-12,32.44
2021-02-13,32.40
2021-02-14,32.27
2021-02-15,32.34
2021-02-16,32.39
2021-02-17,32.26
2021-02-18,32.21
2021-02-19,32.16
2021-02-20,32.10
2021-02-21,32.07
2021-02-22,32.04
2021-02-23,31.93
2021-02-24,32.07
2021-02-25,32.01
2021-02-26,32.04
2021-02-27,31.99
2021-02-28,31.90
2021-03-01,31.86
2021-03-02,31.84
2021-03-03,31.78
2021-03-04,31.86
2021-03-05,31.93
2021-03-06,31.96
2021-03-07,32.06
2021-03-08,32.09
2021-03-09,32.08
2021-03-10,32.08
2021-03-11,31.92
2021-03-12,31.71
2021-03-13,31.76
2021-03-14,31.79
2021-03-15,31.76
2021-03-16,31.78
2021-03-17,31.68
2021-03-18,31.70
2021-03-19,31.77
2021-03-20,31.77
2021-03-21,31.72
2021-03-22,31.61
2021-03-23,31.48
2021-03-24,31.51
2021-03-25,31.62
2021-03-26,31.68
2021-03-27,31.70
2021-03-28,31.69
2021-03-29,31.88
2021-03-30,31.97
2021-03-31,31.97
2021-04-01,31.97
2021-04-02,31.88
2021-04-03,31.78
2021-04-04,31.66
2021-04-05,31.51
2021-04-06,31.51
2021-04-07,31.96
2021-04-08,32.07
2021-04-09,32.19
2021-04-10,32.38
2021-04-11,32.67
2021-04-12,32.82
2021-04-13,32.97
2021-04-14,32.68
2021-04-15,32.64
2021-04-16,32.62
2021-04-17,32.65
2021-04-18,32.74
2021-04-19,32.69
2021-04-20,32.66
2021-04-21,32.68
2021-04-22,32.59
2021-04-23,32.61
2021-04-24,32.54
2021-04-25,32.50
2021-04-26,32.49
2021-04-27,32.51
2021-04-28,32.45
2021-04-29,32.48
2021-04-30,32.49
2021-05-01,32.61
2021-05-02,32.62
2021-05-03,32.71
2021-05-04,32.83
2021-05-05,32.78
2021-05-06,32.94
2021-05-07,32.92
2021-05-08,32.95
2021-05-09,33.10
2021-05-10,33.01
2021-05-11,32.88
2021-05-12,32.92
2021-05-13,32.80
2021-05-14,32.84
2021-05-15,32.81
2021-05-16,32.79
2021-05-17,32.80
2021-05-18,32.80
2021-05-19,32.87
2021-05-20,32.85
2021-05-21,32.73
2021-05-22,32.81
2021-05-23,32.86
2021-05-24,32.83
2021-05-25,32.85
2021-05-26,32.79
2021-05-27,32.84
2021-05-28,32.86
2021-05-29,32.82
2021-05-30,32.89
2021-05-31,32.96
2021-06-01,33.02
2021-06-02,32.97
2021-06-03,32.81
2021-06-04,32.86
2021-06-05,32.76
2021-06-06,32.48
2021-06-07,32.33
2021-06-08,32.15
2021-06-09,32.13
2021-06-10,32.21
2021-06-11,32.12
2021-06-12,32.08
2021-06-13,32.10
2021-06-14,32.15
2021-06-15,32.26
2021-06-16,32.25
2021-06-17,32.17
2021-06-18,32.12
2021-06-19,31.98
2021-06-20,32.01
2021-06-21,31.89
2021-06-22,31.74
2021-06-23,31.74
2021-06-24,31.82
2021-06-25,31.87
2021-06-26,32.02
2021-06-27,32.05
2021-06-28,32.14
2021-06-29,32.18
2021-06-30,32.17
2021-07-01,32.12
2021-07-02,32.09
2021-07-03,31.97
2021-07-04,31.88
2021-07-05,31.89
2021-07-06,31.89
2021-07-07,31.90
2021-07-08,31.91
2021-07-09,31.86
2021-07-10,31.83
2021-07-11,31.73
2021-07-12,31.67
2021-07-13,31.62
2021-07-14,31.57
2021-07-15,31.54
2021-07-16,31.63
2021-07-17,31.66
2021-07-18,31.65
2021-07-19,31.68
2021-07-20,31.71
2021-07-21,31.80
2021-07-22,31.84
2021-07-23,31.86
2021-07-24,31.86
2021-07-25,31.90
